index,project name,street name,tenure,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale,market segment_CCR,market segment_OCR,market segment_RCR,postal district_2.0,postal district_3.0,postal district_4.0,postal district_5.0,postal district_8.0,postal district_9.0,postal district_10.0,postal district_11.0,postal district_12.0,postal district_13.0,postal district_14.0,postal district_15.0,postal district_16.0,postal district_17.0,postal district_18.0,postal district_19.0,postal district_20.0,postal district_21.0,postal district_22.0,postal district_23.0,postal district_25.0,postal district_26.0,postal district_27.0,postal district_28.0,type_Detached,type_Semi-detached,type_Terrace,type of sale_New Sale,type of sale_Resale,type of sale_Sub Sale
103,LANDED HOUSING DEVELOPMENT,ANDREW ROAD,999,1.0,10100000.0,-,9166.0,Land,-,1102.0,Mar-2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
104,SENTOSA COVE,CORAL ISLAND,83,1.0,10100000.0,-,7818.0,Land,-,1292.0,Aug-2021,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
105,LANDED HOUSING DEVELOPMENT,CHILTERN DRIVE,999,1.0,10080000.0,-,9596.0,Land,-,1050.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
106,CAIRNHILL CONSERVATION AREA,CAIRNHILL ROAD,999,1.0,10000000.0,-,2578.0,Land,-,3879.0,Jul-2021,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
107,LANDED HOUSING DEVELOPMENT,JALAN ULU SIGLAP,999,1.0,10000000.0,-,7224.0,Land,-,1384.0,Mar-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
108,LANDED HOUSING DEVELOPMENT,LAKESHORE VIEW,83,1.0,10000000.0,-,7071.0,Land,-,1414.0,Jan-2020,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
109,LANDED HOUSING DEVELOPMENT,COVE DRIVE,85,1.0,10000000.0,-,7420.0,Land,-,1348.0,Apr-2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
110,FRANKEL ESTATE,SIGLAP HILL,999,1.0,10000000.0,-,6000.0,Land,-,1667.0,Sep-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
111,LANDED HOUSING DEVELOPMENT,POOLE ROAD,999,1.0,10000000.0,-,7611.0,Land,-,1314.0,May-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
112,LANDED HOUSING DEVELOPMENT,GOLDHILL AVENUE,999,1.0,10000000.0,-,4752.0,Land,-,2104.0,Sep-2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
113,CAIRNHILL CONSERVATION AREA,CAIRNHILL ROAD,999,1.0,10000000.0,-,2562.0,Land,-,3903.0,Sep-2021,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
114,CLEMENTI PARK,SUNSET WALK,999,1.0,10000000.0,-,10498.0,Land,-,953.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
115,FABER HILLS,FABER PARK,999,1.0,10000000.0,-,8111.0,Land,-,1233.0,Aug-2021,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
116,LANDED HOUSING DEVELOPMENT,SUNSET HEIGHTS,999,1.0,10000000.0,-,8592.0,Land,-,1164.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
117,SELETAR GARDEN,CACTUS CRESCENT,999,1.0,10000000.0,-,12411.0,Land,-,806.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
118,LANDED HOUSING DEVELOPMENT,HARLYN ROAD,999,1.0,9980000.0,-,5013.0,Land,-,1991.0,Jan-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
119,LANDED HOUSING DEVELOPMENT,WATTEN RISE,999,1.0,9950000.0,-,3947.0,Land,-,2521.0,Jul-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
120,LANDED HOUSING DEVELOPMENT,GREENDALE RISE,999,1.0,9888888.0,-,6606.0,Land,-,1497.0,Mar-2018,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
121,CORAL ISLAND,CORAL ISLAND,83,1.0,9888000.0,-,6203.0,Land,-,1594.0,Jul-2021,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
122,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,857,1.0,9880000.0,-,7995.0,Land,-,1236.0,Jul-2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
123,LANDED HOUSING DEVELOPMENT,KING ALBERT PARK,999,1.0,9828000.0,-,7944.0,Land,-,1237.0,Nov-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
124,LANDED HOUSING DEVELOPMENT,CRESCENT ROAD,999,1.0,9800000.0,-,11142.0,Land,-,880.0,Aug-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
125,LANDED HOUSING DEVELOPMENT,BRANKSOME ROAD,999,1.0,9800000.0,-,10102.0,Land,-,970.0,Oct-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
126,LANDED HOUSING DEVELOPMENT,MERRYN ROAD,999,1.0,9800000.0,-,5063.0,Land,-,1935.0,Sep-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
127,LANDED HOUSING DEVELOPMENT,TREVOSE CRESCENT,999,1.0,9800000.0,-,6648.0,Land,-,1474.0,May-2017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
128,SERANGOON GARDEN ESTATE,BERWICK DRIVE,933,2.0,9800000.0,-,10603.0,Land,-,924.0,Dec-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
129,FRANKEL ESTATE,SIGLAP RISE,999,1.0,9800000.0,-,9152.0,Land,-,1071.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
130,LANDED HOUSING DEVELOPMENT,TAN SIM BOH ROAD,999,1.0,9800000.0,-,6913.0,Land,-,1418.0,Nov-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
131,LANDED HOUSING DEVELOPMENT,CHESTNUT CRESCENT,999,1.0,9800000.0,-,10651.0,Land,-,920.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
132,LANDED HOUSING DEVELOPMENT,GREENLEAF ROAD,999,1.0,9800000.0,-,7169.0,Land,-,1367.0,Nov-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
133,FRANKEL ESTATE,DUNBAR WALK,999,1.0,9750000.0,-,8283.0,Land,-,1177.0,Jan-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
134,LANDED HOUSING DEVELOPMENT,MARGOLIOUTH ROAD,999,1.0,9750000.0,-,6082.0,Land,-,1603.0,Jan-2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
135,LANDED HOUSING DEVELOPMENT,WILKINSON ROAD,999,1.0,9750000.0,-,5242.0,Land,-,1860.0,Aug-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
136,LANDED HOUSING DEVELOPMENT,WAREHAM ROAD,999,1.0,9738000.0,-,8809.0,Land,-,1105.0,Oct-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
137,SANDY ISLAND,SANDY ISLAND,85,1.0,9710000.0,-,7307.0,Land,-,1329.0,Aug-2021,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
138,LUCKY PARK,LOTUS AVENUE,999,1.0,9700000.0,-,4647.0,Land,-,2087.0,Jan-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
139,LANDED HOUSING DEVELOPMENT,CHESTNUT CRESCENT,999,1.0,9700000.0,-,10072.0,Land,-,963.0,Jun-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
140,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,857,1.0,9700000.0,-,7595.0,Land,-,1277.0,May-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
141,LANDED HOUSING DEVELOPMENT,LORONG J TELOK KURAU,999,1.0,9700000.0,-,10832.0,Land,-,896.0,Dec-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
142,FRANKEL ESTATE,SIGLAP HILL,999,1.0,9700000.0,-,6394.0,Land,-,1517.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
143,SPRINGLEAF GARDEN,SPRINGLEAF AVENUE,999,1.0,9700000.0,-,13149.0,Land,-,738.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
144,CLEMENTI PARK,SUNSET HEIGHTS,999,1.0,9700000.0,-,7000.0,Land,-,1386.0,Feb-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
145,LANDED HOUSING DEVELOPMENT,TREVOSE CRESCENT,999,1.0,9700000.0,-,6529.0,Land,-,1486.0,Jan-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
146,DUNEARN ESTATE,MERRYN ROAD,999,1.0,9690000.0,-,9002.0,Land,-,1076.0,May-2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
147,LANDED HOUSING DEVELOPMENT,ST. HELIER'S AVENUE,999,1.0,9680000.0,-,10831.0,Land,-,894.0,Nov-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
148,LANDED HOUSING DEVELOPMENT,JALAN KEBAYA,999,1.0,9650000.0,-,8170.0,Land,-,1181.0,Feb-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
149,LANDED HOUSING DEVELOPMENT,BRANKSOME ROAD,999,1.0,9630000.0,-,5863.0,Land,-,1642.0,Nov-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
150,LANDED HOUSING DEVELOPMENT,HOLLAND GROVE WALK,999,1.0,9600000.0,-,4294.0,Land,-,2236.0,Oct-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
151,FRANKEL ESTATE,SIGLAP PLAIN,999,1.0,9600000.0,-,6003.0,Land,-,1599.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
152,LANDED HOUSING DEVELOPMENT,PHILLIPS AVENUE,864,1.0,9600000.0,-,10400.0,Land,-,923.0,Mar-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
153,LANDED HOUSING DEVELOPMENT,HILLCREST ROAD,999,1.0,9600000.0,-,5325.0,Land,-,1803.0,Feb-2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
154,CAPITOL PARK,JALAN UNGGAS,999,1.0,9600000.0,-,4985.0,Land,-,1926.0,Oct-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
155,DUNEARN ESTATE,DUNEARN ROAD,999,1.0,9600000.0,-,8902.0,Land,-,1078.0,Mar-2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
156,LANDED HOUSING DEVELOPMENT,WATTEN PARK,999,1.0,9580000.0,-,4015.0,Land,-,2386.0,Oct-2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
157,LANDED HOUSING DEVELOPMENT,JALAN TUPAI,999,1.0,9562500.0,-,4251.0,Land,-,2250.0,Aug-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
158,LANDED HOUSING DEVELOPMENT,JALAN PELANGI,999,1.0,9550008.0,-,5128.0,Land,-,1862.0,Apr-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
159,LANDED HOUSING DEVELOPMENT,SUNSET VIEW,999,1.0,9550000.0,-,6551.0,Land,-,1458.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
160,LANDED HOUSING DEVELOPMENT,JALAN BAHASA,999,1.0,9526890.0,-,4066.0,Land,-,2343.0,May-2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
161,LANDED HOUSING DEVELOPMENT,HILLCREST ROAD,999,1.0,9520000.0,-,7258.0,Land,-,1312.0,Jan-2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
162,ONE TREE HILL COLLECTION,JALAN ARNAP,999,1.0,9510000.0,-,2659.0,Land,-,3577.0,Oct-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
163,CLEMENTI PARK,SUNSET VALE,999,1.0,9500000.0,-,7947.0,Land,-,1195.0,Apr-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
164,FRANKEL ESTATE,FRANKEL AVENUE,999,1.0,9500000.0,-,7440.0,Land,-,1277.0,Oct-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
165,LANDED HOUSING DEVELOPMENT,SIXTH AVENUE,854,1.0,9500000.0,-,12056.0,Land,-,788.0,Jul-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
166,FRANKEL ESTATE,SIGLAP PLAIN,999,1.0,9500000.0,-,5996.0,Land,-,1585.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
167,LANDED HOUSING DEVELOPMENT,NAMLY CRESCENT,999,1.0,9500000.0,-,7849.0,Land,-,1210.0,Aug-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
168,LANDED HOUSING DEVELOPMENT,JALAN ASUHAN,999,1.0,9500000.0,-,7709.0,Land,-,1232.0,Jul-2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
169,LANDED HOUSING DEVELOPMENT,GREENMEAD AVENUE,999,1.0,9500000.0,-,6185.0,Land,-,1536.0,Nov-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
170,LANDED HOUSING DEVELOPMENT,NAMLY RISE,999,1.0,9500000.0,-,3209.0,Land,-,2961.0,Aug-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
171,LANDED HOUSING DEVELOPMENT,SWISS CLUB ROAD,999,1.0,9500000.0,-,10090.0,Land,-,942.0,Sep-2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
172,LANDED HOUSING DEVELOPMENT,NAMLY CRESCENT,999,1.0,9500000.0,-,6567.0,Land,-,1447.0,Sep-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
173,WINDSOR PARK ESTATE,TORONTO ROAD,999,1.0,9500000.0,-,8866.0,Land,-,1071.0,Aug-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
174,FRANKEL ESTATE,HARTLEY GROVE,999,1.0,9500000.0,-,5777.0,Land,-,1644.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
175,LANDED HOUSING DEVELOPMENT,GREENMEAD AVENUE,999,1.0,9480000.0,-,6280.0,Land,-,1510.0,Aug-2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
176,LANDED HOUSING DEVELOPMENT,JALAN KELAWAR,999,1.0,9425000.0,-,3761.0,Land,-,2506.0,Sep-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
177,FRANKEL ESTATE,SIGLAP BANK,999,1.0,9400000.0,-,5217.0,Land,-,1802.0,Jul-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
178,LANDED HOUSING DEVELOPMENT,GREENVIEW CRESCENT,999,1.0,9400000.0,-,6606.0,Land,-,1423.0,May-2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
179,SHAMROCK PARK,NAMLY AVENUE,999,1.0,9400000.0,-,6056.0,Land,-,1552.0,Jan-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
180,LANDED HOUSING DEVELOPMENT,GREENLEAF ROAD,999,1.0,9400000.0,-,6163.0,Land,-,1525.0,Jul-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
181,LANDED HOUSING DEVELOPMENT,GREENDALE RISE,999,1.0,9380000.0,-,6591.0,Land,-,1423.0,Dec-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
182,DUNEARN ESTATE,KHEAM HOCK ROAD,999,1.0,9380000.0,-,6608.0,Land,-,1419.0,Apr-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
183,LANDED HOUSING DEVELOPMENT,CORONATION ROAD WEST,999,1.0,9380000.0,-,6242.0,Land,-,1503.0,Feb-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
184,LANDED HOUSING DEVELOPMENT,ONE TREE HILL,999,1.0,9350000.0,-,4400.0,Land,-,2125.0,Dec-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
185,LANDED HOUSING DEVELOPMENT,GOODMAN ROAD,999,1.0,9330000.0,-,6224.0,Land,-,1499.0,Apr-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
186,KILBURN ESTATE,WILMONAR AVENUE,863,1.0,9300000.0,-,5608.0,Land,-,1658.0,Jan-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
187,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,857,1.0,9300000.0,-,4779.0,Land,-,1946.0,Jan-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
188,FRANKEL ESTATE,FRANKEL STREET,999,1.0,9300000.0,-,6715.0,Land,-,1385.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
189,FRANKEL ESTATE,SIGLAP PLAIN,999,1.0,9300000.0,-,7208.0,Land,-,1290.0,May-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
190,GREEN HILL ESTATE,CHESTNUT DRIVE,999,1.0,9300000.0,-,7152.0,Land,-,1300.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
191,LANDED HOUSING DEVELOPMENT,BRANKSOME ROAD,999,1.0,9300000.0,-,7019.0,Land,-,1325.0,Aug-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
192,EDEN PARK,CYPRESS AVENUE,999,1.0,9300000.0,-,5211.0,Land,-,1785.0,Aug-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
193,LINK RESIDENCE @ HOLLAND,GREENLEAF ROAD,999,1.0,9300000.0,-,4358.0,Land,-,2134.0,Jan-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
194,LANDED HOUSING DEVELOPMENT,ONE TREE HILL,999,1.0,9280000.0,-,4520.0,Land,-,2053.0,Aug-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
195,LANDED HOUSING DEVELOPMENT,MARGATE ROAD,999,1.0,9280000.0,-,6386.0,Land,-,1453.0,Oct-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
196,LANDED HOUSING DEVELOPMENT,SUNSET PLACE,999,1.0,9250000.0,-,7210.0,Land,-,1283.0,Jul-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
197,LANDED HOUSING DEVELOPMENT,ST. HELIER'S AVENUE,999,1.0,9250000.0,-,10837.0,Land,-,854.0,Dec-2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
198,LANDED HOUSING DEVELOPMENT,MERRYN ROAD,999,1.0,9200000.0,-,5022.0,Land,-,1832.0,May-2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
199,ONE TREE HILL COLLECTION,ONE TREE HILL,999,1.0,9180000.0,-,2939.0,Land,-,3124.0,Jun-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
200,CLEMENTI PARK,SUNSET SQUARE,999,1.0,9180000.0,-,6384.0,Land,-,1438.0,Dec-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
201,PARADISE ISLAND,PARADISE ISLAND,83,1.0,9180000.0,-,7045.0,Land,-,1303.0,Nov-2020,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
202,ONE TREE HILL COLLECTION,ONE TREE HILL,999,1.0,9168000.0,-,2939.0,Land,-,3120.0,Jan-2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
203,LANDED HOUSING DEVELOPMENT,CORONATION ROAD,853,1.0,9138000.0,-,5849.0,Land,-,1562.0,Nov-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
204,BRADDELL HEIGHTS ESTATE,CLIFTON VALE,999,1.0,9120000.0,-,11071.0,Land,-,824.0,Jan-2021,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
205,LANDED HOUSING DEVELOPMENT,DALKEITH ROAD,999,1.0,9100000.0,-,5016.0,Land,-,1814.0,Apr-2018,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
206,THOMSON PARK,JALAN BELIBAS,999,1.0,9100000.0,-,6603.0,Land,-,1378.0,Aug-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
