index,project name,street name,tenure,type of sale,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale,market segment_CCR,market segment_OCR,market segment_RCR,postal district_2.0,postal district_3.0,postal district_4.0,postal district_5.0,postal district_8.0,postal district_9.0,postal district_10.0,postal district_11.0,postal district_12.0,postal district_13.0,postal district_14.0,postal district_15.0,postal district_16.0,postal district_17.0,postal district_18.0,postal district_19.0,postal district_20.0,postal district_21.0,postal district_22.0,postal district_23.0,postal district_25.0,postal district_26.0,postal district_27.0,postal district_28.0,type_Detached,type_Semi-detached,type_Terrace
3922,THE SPRINGSIDE,SPRINGSIDE PLACE,999,Resale,1.0,2350000.0,-,1680.0,Land,-,1399.0,Jun-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3923,LANDED HOUSING DEVELOPMENT,LENGKONG ENAM,999,Resale,1.0,5200000.0,-,3718.0,Land,-,1399.0,Jul-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3924,LANDED HOUSING DEVELOPMENT,LORONG 28 GEYLANG,999,Resale,1.0,3120000.0,-,2230.0,Land,-,1399.0,Oct-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3925,KIMNAN PARK,LORONG KEMBANGAN,999,Resale,1.0,2908000.0,-,2079.0,Land,-,1399.0,May-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3926,LANDED HOUSING DEVELOPMENT,UNIVERSITY ROAD,999,Resale,1.0,18000000.0,-,12867.0,Land,-,1399.0,Oct-2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3927,LANDED HOUSING DEVELOPMENT,BRIGHTON CRESCENT,999,Resale,1.0,4918000.0,-,3516.0,Land,-,1399.0,Jul-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3928,SERANGOON GARDEN ESTATE,PENSHURST PLACE,932,Resale,1.0,3750000.0,-,2682.0,Land,-,1398.0,Nov-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3929,FRANKEL ESTATE,DUNBAR WALK,999,Resale,1.0,5835000.0,-,4174.0,Land,-,1398.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3930,SELETAR HILLS ESTATE,NIM GREEN,857,Resale,1.0,3638888.0,-,2603.0,Land,-,1398.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3931,LANDED HOUSING DEVELOPMENT,LICHI AVENUE,999,Resale,1.0,2380000.0,-,1703.0,Land,-,1398.0,Mar-2020,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3932,LANDED HOUSING DEVELOPMENT,LORONG N TELOK KURAU,999,Resale,1.0,3500000.0,-,2504.0,Land,-,1398.0,Aug-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3933,LANDED HOUSING DEVELOPMENT,BUNGA RAMPAI PLACE,999,Resale,1.0,3030000.0,-,2167.0,Land,-,1398.0,Jun-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3934,LANDED HOUSING DEVELOPMENT,ENG KONG ROAD,999,Resale,1.0,3820000.0,-,2732.0,Land,-,1398.0,Sep-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3935,LANDED HOUSING DEVELOPMENT,GUILLEMARD ROAD,999,Resale,1.0,1880000.0,-,1346.0,Land,-,1397.0,Dec-2016,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3936,SELETAR HILLS ESTATE,JALAN REDOP,857,Resale,1.0,5000000.0,-,3579.0,Land,-,1397.0,Apr-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3937,SERANGOON GARDEN ESTATE,BURGHLEY DRIVE,934,Resale,1.0,3000000.0,-,2147.0,Land,-,1397.0,Mar-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3938,OPERA ESTATE,DAFNE STREET,999,Resale,1.0,1800000.0,-,1288.0,Land,-,1397.0,Mar-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3939,OPERA ESTATE,FIGARO STREET,999,Resale,1.0,2290000.0,-,1639.0,Land,-,1397.0,Sep-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3940,TEACHER'S HOUSING ESTATE,TAGORE AVENUE,863,Resale,1.0,2520000.0,-,1804.0,Land,-,1397.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3941,SELETAR HILLS ESTATE,JALAN REDOP,857,Resale,1.0,4400000.0,-,3150.0,Land,-,1397.0,Feb-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3942,LANDED HOUSING DEVELOPMENT,MOONBEAM WALK,863,Resale,1.0,5500000.0,-,3937.0,Land,-,1397.0,Aug-2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3943,THE INGLEWOOD,THE INGLEWOOD,999,Resale,1.0,2550000.0,-,1826.0,Land,-,1397.0,Sep-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3944,LANDED HOUSING DEVELOPMENT,SIOK WAN CLOSE,999,Resale,1.0,4350000.0,-,3114.0,Land,-,1397.0,Aug-2021,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3945,LANDED HOUSING DEVELOPMENT,SUNSET TERRACE,999,Resale,1.0,5620000.0,-,4026.0,Land,-,1396.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3946,FRANKEL ESTATE,WILTON GARDENS,999,Resale,1.0,2400000.0,-,1719.0,Land,-,1396.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3947,LANDED HOUSING DEVELOPMENT,LANGE ROAD,854,Resale,1.0,3408000.0,-,2442.0,Land,-,1395.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3948,LANDED HOUSING DEVELOPMENT,JALAN EUNOS,999,Resale,1.0,2600000.0,-,1863.0,Land,-,1395.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3949,LANDED HOUSING DEVELOPMENT,GARDENIA ROAD,999,Resale,1.0,2800000.0,-,2007.0,Land,-,1395.0,Jun-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3950,LANDED HOUSING DEVELOPMENT,SIRAT ROAD,999,Resale,1.0,2600000.0,-,1863.0,Land,-,1395.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3951,LANDED HOUSING DEVELOPMENT,LORONG N TELOK KURAU,999,Resale,1.0,3418000.0,-,2451.0,Land,-,1395.0,Jun-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3952,CLEMENTI GREEN,CLEMENTI CRESCENT,999,Resale,1.0,4718888.0,-,3382.0,Land,-,1395.0,Oct-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3953,LANDED HOUSING DEVELOPMENT,SWISS CLUB LANE,999,Resale,1.0,24500000.0,-,17558.0,Land,-,1395.0,Jul-2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3954,BEAUTY GARDEN,JALAN MERDU,857,Resale,1.0,6280000.0,-,4500.0,Land,-,1395.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3955,PAVILION PARK,PAVILION RISE,999,Resale,1.0,3000000.0,-,2153.0,Land,-,1394.0,Jul-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3956,HOLLAND GROVE,HOLLAND GROVE VIEW,72,Resale,1.0,3000000.0,-,2153.0,Land,-,1394.0,Feb-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3957,LANDED HOUSING DEVELOPMENT,HILLSIDE TERRACE,856,Resale,1.0,2688000.0,-,1928.0,Land,-,1394.0,May-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3958,LANDED HOUSING DEVELOPMENT,JALAN HAJI ALIAS,999,Resale,1.0,6300000.0,-,4519.0,Land,-,1394.0,May-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3959,LANDED HOUSING DEVELOPMENT,SUNBIRD ROAD,999,Resale,1.0,2250000.0,-,1615.0,Land,-,1394.0,Apr-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3960,LUXUS HILLS,LUXUS HILL DRIVE,857,Resale,1.0,4110000.0,-,2949.0,Land,-,1394.0,Feb-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3961,PAVILION PARK,PAVILION RISE,999,Resale,1.0,3000000.0,-,2153.0,Land,-,1394.0,Aug-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3962,GOLDENHILL VILLAS,GOLDEN WALK,999,Resale,1.0,3000000.0,-,2153.0,Land,-,1394.0,Nov-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3963,KELULUT HILL,KELULUT HILL,857,Resale,1.0,2250000.0,-,1615.0,Land,-,1394.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3964,LANDED HOUSING DEVELOPMENT,DEDAP LINK,857,Resale,1.0,6000000.0,-,4306.0,Land,-,1394.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3965,SERANGOON GARDEN ESTATE,BRAEMAR DRIVE,933,Resale,1.0,3900000.0,-,2799.0,Land,-,1394.0,Apr-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3966,OPERA ESTATE,CARMEN TERRACE,999,Resale,1.0,2275000.0,-,1633.0,Land,-,1393.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3967,LANDED HOUSING DEVELOPMENT,LENGKONG ENAM,999,Resale,1.0,2800000.0,-,2010.0,Land,-,1393.0,Jan-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3968,LANDED HOUSING DEVELOPMENT,JALAN ARIF,853,Resale,1.0,5380000.0,-,3862.0,Land,-,1393.0,Mar-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3969,MACPHERSON GARDEN ESTATE,JALAN MUHIBBAH,999,Resale,1.0,1820000.0,-,1307.0,Land,-,1393.0,Apr-2018,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3970,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,999,Resale,1.0,13500000.0,-,9694.0,Land,-,1393.0,Aug-2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3971,LANDED HOUSING DEVELOPMENT,TELOK KURAU ROAD,999,Resale,1.0,3300000.0,-,2369.0,Land,-,1393.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3972,OPERA ESTATE,ERNANI STREET,999,Resale,1.0,2228000.0,-,1600.0,Land,-,1393.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3973,BRADDELL HEIGHTS ESTATE,COTSWOLD CLOSE,999,Resale,1.0,6680000.0,-,4795.0,Land,-,1393.0,Jun-2018,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3974,LANDED HOUSING DEVELOPMENT,LORONG J TELOK KURAU,999,Resale,1.0,2800000.0,-,2010.0,Land,-,1393.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3975,SERANGOON GARDEN ESTATE,BROCKHAMPTON DRIVE,933,Resale,1.0,3900000.0,-,2800.0,Land,-,1393.0,Aug-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3976,LANDED HOUSING DEVELOPMENT,JALAN TUA KONG,999,Resale,1.0,2150000.0,-,1544.0,Land,-,1393.0,Jul-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3977,LANDED HOUSING DEVELOPMENT,RICHARDS AVENUE,999,Resale,1.0,3180000.0,-,2285.0,Land,-,1392.0,Jul-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3978,LANDED HOUSING DEVELOPMENT,JALAN DEMAK,999,Resale,1.0,3300000.0,-,2371.0,Land,-,1392.0,Aug-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3979,THE MORNING DEW,JALAN TARI PAYONG,857,Resale,1.0,2580000.0,-,1854.0,Land,-,1392.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3980,LANDED HOUSING DEVELOPMENT,CARPMAEL ROAD,999,Resale,1.0,2500000.0,-,1795.0,Land,-,1392.0,Oct-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3981,LANDED HOUSING DEVELOPMENT,CRANBORNE ROAD,999,Resale,1.0,5300000.0,-,3807.0,Land,-,1392.0,Jun-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3982,TAI KENG GARDENS,JALAN LOKAM,999,Resale,1.0,2700000.0,-,1941.0,Land,-,1391.0,Oct-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3983,TAI PENG GARDENS,JALAN RENGKAM,999,Resale,1.0,3780000.0,-,2718.0,Land,-,1391.0,Jan-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3984,HAUS@SERANGOON GARDEN,SERANGOON GARDEN RISE,89,Resale,1.0,3040000.0,-,2186.0,Land,-,1391.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3985,HAUS@SERANGOON GARDEN,SERANGOON GARDEN CLOSE,89,Sub Sale,1.0,2338000.0,-,1681.0,Land,-,1391.0,Jan-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3986,SERANGOON GARDEN ESTATE,BRIDPORT AVENUE,931,Resale,1.0,3000000.0,-,2157.0,Land,-,1391.0,Feb-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3987,THE SPRINGSIDE,SPRINGSIDE AVENUE,999,Resale,1.0,2380000.0,-,1711.0,Land,-,1391.0,Jul-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3988,NIM COLLECTION,NIM RISE,94,New Sale,1.0,2768000.0,-,1991.0,Land,-,1390.0,Nov-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3989,SELETAR HILLS ESTATE,JALAN RESAK,857,Resale,1.0,4380000.0,-,3151.0,Land,-,1390.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3990,THOMSON GARDEN ESTATE,SIN MING ROAD,999,Resale,1.0,2400000.0,-,1727.0,Land,-,1390.0,Mar-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3991,HOCK SWEE HILL,BEGONIA TERRACE,999,Resale,1.0,4788000.0,-,3444.0,Land,-,1390.0,Jun-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3992,LANDED HOUSING DEVELOPMENT,TOH TUCK TERRACE,999,Resale,1.0,2730000.0,-,1964.0,Land,-,1390.0,Jan-2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3993,OASIS @ MULBERRY,CHEMPAKA AVENUE,999,Resale,1.0,4098000.0,-,2947.0,Land,-,1390.0,Sep-2020,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3994,LANDED HOUSING DEVELOPMENT,JOO CHIAT TERRACE,999,Resale,1.0,2320000.0,-,1669.0,Land,-,1390.0,Jul-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3995,NIM COLLECTION,NIM RISE,94,New Sale,1.0,2738000.0,-,1970.0,Land,-,1390.0,Jan-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3996,TAI HWAN GARDEN,TAI HWAN HEIGHTS,999,Resale,1.0,2800000.0,-,2016.0,Land,-,1389.0,Jun-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3997,LANDED HOUSING DEVELOPMENT,JALAN SUKACHITA,999,Resale,1.0,2288000.0,-,1647.0,Land,-,1389.0,Mar-2018,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3998,SIN CHUAN GARDEN,WARINGIN PARK,999,Resale,1.0,2600000.0,-,1872.0,Land,-,1389.0,Aug-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3999,LANDED HOUSING DEVELOPMENT,LORONG M TELOK KURAU,999,Resale,1.0,3000000.0,-,2160.0,Land,-,1389.0,Dec-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4000,LANDED HOUSING DEVELOPMENT,CORNWALL GARDENS,999,Resale,1.0,28000000.0,-,20156.0,Land,-,1389.0,Feb-2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4001,SERANGOON GARDEN ESTATE,HEMSLEY AVENUE,933,Resale,1.0,3000000.0,-,2160.0,Land,-,1389.0,Mar-2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4002,THOMSON HILLS ESTATE,THOMSON TERRACE,999,Resale,1.0,3100000.0,-,2231.0,Land,-,1389.0,Oct-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4003,SHAN YAO GARDEN,YUK TONG AVENUE,999,Resale,1.0,5480000.0,-,3945.0,Land,-,1389.0,Feb-2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4004,PAYA LEBAR GARDENS,JALAN USAHA,999,Resale,1.0,1808000.0,-,1301.0,Land,-,1389.0,Apr-2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4005,LANDED HOUSING DEVELOPMENT,JALAN TARI PIRING,857,Resale,1.0,2525000.0,-,1818.0,Land,-,1389.0,Mar-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4006,LANDED HOUSING DEVELOPMENT,KOON SENG ROAD,999,Resale,1.0,2200000.0,-,1586.0,Land,-,1388.0,Feb-2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4007,LANDED HOUSING DEVELOPMENT,KOON SENG ROAD,999,Resale,1.0,2200000.0,-,1586.0,Land,-,1388.0,May-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4008,LANDED HOUSING DEVELOPMENT,JALAN CHENGKEK,999,New Sale,1.0,3750000.0,-,2702.0,Land,-,1388.0,Jul-2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4009,LANDED HOUSING DEVELOPMENT,BARKER ROAD,999,Resale,1.0,11000000.0,-,7922.0,Land,-,1388.0,May-2017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4010,LANDED HOUSING DEVELOPMENT,NAMLY AVENUE,999,Resale,1.0,6880000.0,-,4958.0,Land,-,1388.0,May-2021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4011,LANDED HOUSING DEVELOPMENT,LORONG MARZUKI,999,Resale,1.0,3020000.0,-,2176.0,Land,-,1388.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4012,SEMBAWANG HILLS ESTATE,SERAYA CRESCENT,999,Resale,1.0,2880000.0,-,2074.0,Land,-,1388.0,Jan-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4013,LANDED HOUSING DEVELOPMENT,SHREWSBURY ROAD,999,Resale,1.0,3800000.0,-,2738.0,Land,-,1388.0,Mar-2018,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4014,LIRIA TERRACE,MARIAM WALK,999,Resale,1.0,2330000.0,-,1679.0,Land,-,1388.0,Oct-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4015,SELETAR HILLS ESTATE,NERAM ROAD,857,Resale,1.0,4399999.0,-,3169.0,Land,-,1388.0,Sep-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4016,SELETAR HILLS ESTATE,JALAN BANGAU,857,Resale,1.0,4580000.0,-,3299.0,Land,-,1388.0,Mar-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4017,CHARLTON PARK,AROOZOO AVENUE,999,Resale,1.0,4999000.0,-,3602.0,Land,-,1388.0,Sep-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4018,LANDED HOUSING DEVELOPMENT,SENNETT CLOSE,999,Resale,1.0,5050000.0,-,3640.0,Land,-,1387.0,May-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4019,SEMBAWANG HILLS ESTATE,JALAN CHENGAM,999,Resale,1.0,3650000.0,-,2631.0,Land,-,1387.0,Dec-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4020,CANARY PARK,JALAN SIMPANG BEDOK,999,Resale,1.0,2760000.0,-,1990.0,Land,-,1387.0,Aug-2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4021,SENNETT ESTATE,LICHI AVENUE,999,Resale,1.0,2650000.0,-,1911.0,Land,-,1387.0,Sep-2017,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4022,MICHAELS' RESIDENCES,ALMOND STREET,90,Resale,1.0,3100000.0,-,2235.0,Land,-,1387.0,Aug-2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4023,UNIVERSITY PARK,UNIVERSITY WALK,72,Resale,1.0,3280000.0,-,2365.0,Land,-,1387.0,Sep-2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4024,LANDED HOUSING DEVELOPMENT,CHAPEL ROAD,999,Resale,1.0,3650000.0,-,2631.0,Land,-,1387.0,Aug-2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4025,NIM COLLECTION,NIM RISE,94,New Sale,1.0,2733000.0,-,1970.0,Land,-,1387.0,Mar-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4026,NIM COLLECTION,NIM RISE,94,New Sale,1.0,3120000.0,-,2250.0,Land,-,1387.0,Mar-2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
