index,project name,street name,type,tenure,postal district,market segment,type of sale,no. of units,price,nett price,areasq,type of area,floor level,unit price psf,date of sale
7639,LANDED HOUSING DEVELOPMENT,HOW SUN ROAD,Terrace,999,19.0,OCR,Resale,1.0,2310000.0,-,1265.0,Land,-,1826.0,Jul-2021
7640,THE COUNTRYSIDE,COUNTRYSIDE ROAD,Terrace,999,26.0,OCR,Resale,1.0,2308800.0,-,1943.0,Land,-,1188.0,Nov-2017
7641,CASHEW VILLAS,CASHEW CRESCENT,Terrace,861,23.0,OCR,Resale,1.0,2308000.0,-,1730.0,Land,-,1334.0,Oct-2017
7642,LANDED HOUSING DEVELOPMENT,TEOW HOCK AVENUE,Terrace,999,19.0,OCR,Resale,1.0,2305000.0,-,2320.0,Land,-,994.0,May-2019
7643,MACPHERSON GARDEN ESTATE,JALAN SETIA,Terrace,999,13.0,RCR,Resale,1.0,2301000.0,-,884.0,Land,-,2604.0,May-2021
7644,LANDED HOUSING DEVELOPMENT,JALAN CHERMAT,Terrace,999,19.0,OCR,Resale,1.0,2300888.0,-,1875.0,Land,-,1227.0,Sep-2020
7645,ARDISIA GARDENS,SERANGOON TERRACE,Terrace,71,19.0,OCR,Resale,1.0,2300888.0,-,2174.0,Land,-,1058.0,May-2021
7646,LANDED HOUSING DEVELOPMENT,SIMON LANE,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,1601.0,Land,-,1437.0,Dec-2019
7647,LANDED HOUSING DEVELOPMENT,JALAN TARI DULANG,Terrace,857,28.0,OCR,Resale,1.0,2300000.0,-,2102.0,Land,-,1094.0,Jun-2018
7648,MACPHERSON GARDEN ESTATE,JALAN GEMBIRA,Terrace,999,13.0,RCR,Resale,1.0,2300000.0,-,1485.0,Land,-,1548.0,Apr-2021
7649,PASIR RIS BEACH PARK,PASIR RIS TERRACE,Terrace,852,18.0,OCR,Resale,1.0,2300000.0,-,2399.0,Land,-,959.0,Oct-2019
7650,MIMOSA VALE,MIMOSA VALE,Terrace,856,28.0,OCR,Resale,1.0,2300000.0,-,1847.0,Land,-,1245.0,Nov-2017
7651,LANDED HOUSING DEVELOPMENT,JALAN RASOK,Semi-detached,999,25.0,OCR,Resale,1.0,2300000.0,-,2218.0,Land,-,1037.0,Sep-2020
7652,SEAVIEW PARK,JALAN SEAVIEW,Semi-detached,999,15.0,RCR,Resale,1.0,2300000.0,-,2961.0,Land,-,777.0,Dec-2016
7653,THE RIVERINA,RIVERINA VIEW,Semi-detached,74,18.0,OCR,Resale,1.0,2300000.0,-,2288.0,Land,-,1005.0,Sep-2021
7654,LANDED HOUSING DEVELOPMENT,EAST COAST ROAD,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,1943.0,Land,-,1184.0,May-2017
7655,LANDED HOUSING DEVELOPMENT,ELITE TERRACE,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,1706.0,Land,-,1348.0,May-2017
7656,LANDED HOUSING DEVELOPMENT,TAMAN MAS MERAH,Terrace,999,5.0,OCR,Resale,1.0,2300000.0,-,1640.0,Land,-,1402.0,Dec-2019
7657,SEMBAWANG HILLS ESTATE,CASUARINA ROAD,Terrace,999,20.0,OCR,Resale,1.0,2300000.0,-,1423.0,Land,-,1616.0,Oct-2021
7658,LANDED HOUSING DEVELOPMENT,ELITE PARK AVENUE,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,1675.0,Land,-,1373.0,Oct-2020
7659,OPERA ESTATE,TERANG BULAN AVENUE,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,2144.0,Land,-,1073.0,Dec-2018
7660,FLORIDA PARK,SUNRISE WAY,Terrace,999,28.0,OCR,Resale,1.0,2300000.0,-,2586.0,Land,-,890.0,Feb-2018
7661,LANDED HOUSING DEVELOPMENT,LORONG H TELOK KURAU,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,2009.0,Land,-,1145.0,Nov-2017
7662,LANDED HOUSING DEVELOPMENT,MACPHERSON ROAD,Terrace,999,13.0,RCR,Resale,1.0,2300000.0,-,1499.0,Land,-,1534.0,Mar-2021
7663,MIMOSA TERRACE,MIMOSA DRIVE,Terrace,999,28.0,OCR,Resale,1.0,2300000.0,-,1615.0,Land,-,1425.0,Feb-2018
7664,HAUS@SERANGOON GARDEN,SERANGOON GARDEN CLOSE,Terrace,89,19.0,OCR,Resale,1.0,2300000.0,-,1615.0,Land,-,1425.0,May-2020
7665,SEMBAWANG HILLS ESTATE,JALAN TELANG,Terrace,999,20.0,OCR,Resale,1.0,2300000.0,-,2203.0,Land,-,1044.0,Dec-2020
7666,SEMBAWANG HILLS ESTATE,JALAN MENARONG,Terrace,999,20.0,OCR,Resale,1.0,2300000.0,-,2001.0,Land,-,1149.0,Apr-2020
7667,REGENT VILLAS,JALAN LIM TAI SEE,Terrace,69,10.0,CCR,Resale,1.0,2300000.0,-,1615.0,Land,-,1425.0,Dec-2020
7668,SELETAR HILLS ESTATE,NERAM ROAD,Terrace,857,28.0,OCR,Resale,1.0,2300000.0,-,2794.0,Land,-,823.0,Mar-2018
7669,LANDED HOUSING DEVELOPMENT,TEMBELING ROAD,Terrace,999,15.0,RCR,Resale,1.0,2300000.0,-,1671.0,Land,-,1377.0,Sep-2020
7670,PEAKVILLE PARK,PEAKVILLE GROVE,Terrace,999,16.0,OCR,Resale,1.0,2300000.0,-,1668.0,Land,-,1379.0,May-2018
7671,LANDED HOUSING DEVELOPMENT,SURIN AVENUE,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,1866.0,Land,-,1232.0,Apr-2021
7672,ALWYN PARK,HONG LEE PLACE,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,1615.0,Land,-,1425.0,Jan-2018
7673,LANDED HOUSING DEVELOPMENT,JALAN MELOR,Terrace,999,13.0,RCR,Resale,1.0,2300000.0,-,2396.0,Land,-,960.0,Jan-2018
7674,LANDED HOUSING DEVELOPMENT,SEMBAWANG ROAD,Semi-detached,999,27.0,OCR,Resale,1.0,2300000.0,-,3361.0,Land,-,684.0,Jan-2018
7675,OPERA ESTATE,FIDELIO STREET,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,1886.0,Land,-,1220.0,Mar-2020
7676,LANDED HOUSING DEVELOPMENT,JALAN TARI ZAPIN,Terrace,857,28.0,OCR,Resale,1.0,2300000.0,-,1266.0,Land,-,1817.0,Sep-2018
7677,LANDED HOUSING DEVELOPMENT,GARDENIA ROAD,Terrace,999,20.0,RCR,Resale,1.0,2300000.0,-,1955.0,Land,-,1177.0,Sep-2021
7678,KELULUT HILL,KELULUT HILL,Terrace,857,28.0,OCR,Resale,1.0,2300000.0,-,1615.0,Land,-,1425.0,Apr-2020
7679,LANDED HOUSING DEVELOPMENT,JALAN BULOH PERINDU,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,1792.0,Land,-,1283.0,Oct-2019
7680,SUMMER PLACE,SUMMER PLACE,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,1642.0,Land,-,1401.0,Nov-2018
7681,SEMBAWANG STRAITS ESTATE,SEMBAWANG ROAD,Semi-detached,999,27.0,OCR,Resale,1.0,2300000.0,-,3462.0,Land,-,664.0,Sep-2019
7682,LIRIA TERRACE,MARIAM WALK,Terrace,999,17.0,OCR,Resale,1.0,2300000.0,-,1615.0,Land,-,1425.0,Sep-2018
7683,THOMSON GARDEN ESTATE,JALAN ISNIN,Terrace,999,20.0,RCR,Resale,1.0,2300000.0,-,960.0,Land,-,2395.0,Jun-2021
7684,LANDED HOUSING DEVELOPMENT,RICHARDS PLACE,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,2262.0,Land,-,1017.0,Mar-2017
7685,LANDED HOUSING DEVELOPMENT,LORONG 24A GEYLANG,Terrace,999,14.0,RCR,Resale,1.0,2300000.0,-,1664.0,Land,-,1382.0,Apr-2019
7686,LOYANG VILLAS,LOYANG RISE,Terrace,71,17.0,OCR,Resale,1.0,2300000.0,-,2713.0,Land,-,848.0,Sep-2021
7687,OPERA ESTATE,JALAN TERANG BULAN,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,2279.0,Land,-,1009.0,Oct-2018
7688,LANDED HOUSING DEVELOPMENT,WAK HASSAN DRIVE,Semi-detached,86,27.0,OCR,Resale,1.0,2300000.0,-,2443.0,Land,-,941.0,May-2021
7689,LANDED HOUSING DEVELOPMENT,FLOWER ROAD,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,1884.0,Land,-,1221.0,Apr-2017
7690,LANDED HOUSING DEVELOPMENT,JALAN SAHABAT,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,2605.0,Land,-,883.0,Jun-2017
7691,LANDED HOUSING DEVELOPMENT,MAYFLOWER WAY,Terrace,999,20.0,OCR,Resale,1.0,2300000.0,-,2023.0,Land,-,1137.0,Nov-2017
7692,AVILA TERRACE,MARIAM WAY,Terrace,999,17.0,OCR,Resale,1.0,2300000.0,-,1767.0,Land,-,1301.0,Jun-2021
7693,MERA TERRACE,SEAGULL WALK,Terrace,999,16.0,OCR,Resale,1.0,2300000.0,-,1615.0,Land,-,1425.0,Jul-2018
7694,CHANGI HEIGHTS,JALAN SINAR BINTANG,Terrace,999,17.0,OCR,Resale,1.0,2300000.0,-,1733.0,Land,-,1327.0,Dec-2018
7695,LANDED HOUSING DEVELOPMENT,SIANG KUANG AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2300000.0,-,1849.0,Land,-,1244.0,Jul-2019
7696,SEMBAWANG SPRINGS ESTATE,JALAN KEMUNING,Terrace,999,27.0,OCR,Resale,1.0,2300000.0,-,1697.0,Land,-,1355.0,Oct-2018
7697,SUMMERLEA GREEN,KISMIS ROAD,Terrace,73,21.0,RCR,Resale,1.0,2300000.0,-,1637.0,Land,-,1405.0,Aug-2021
7698,LANDED HOUSING DEVELOPMENT,HENDRY CLOSE,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,1844.0,Land,-,1247.0,Aug-2019
7699,LANDED HOUSING DEVELOPMENT,RICHARDS PLACE,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,2270.0,Land,-,1013.0,Oct-2017
7700,LANDED HOUSING DEVELOPMENT,JOO CHIAT TERRACE,Terrace,999,15.0,RCR,Resale,1.0,2300000.0,-,1730.0,Land,-,1330.0,Mar-2020
7701,LANDED HOUSING DEVELOPMENT,MULBERRY AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2300000.0,-,1623.0,Land,-,1417.0,Jun-2021
7702,LANDED HOUSING DEVELOPMENT,LORONG ONG LYE,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,1722.0,Land,-,1335.0,Jun-2019
7703,BEECHWOOD TERRACE,BEECHWOOD GROVE,Terrace,73,25.0,OCR,Resale,1.0,2300000.0,-,2131.0,Land,-,1079.0,Jul-2021
7704,SERANGOON PARK,JALAN RIANG,Terrace,999,13.0,OCR,Resale,1.0,2300000.0,-,1779.0,Land,-,1293.0,Feb-2020
7705,TAI KENG GARDENS,TAI KENG GARDENS,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,1871.0,Land,-,1229.0,Apr-2019
7706,WELLINGTON PARK,ELLINGTON SQUARE,Terrace,999,20.0,OCR,Resale,1.0,2300000.0,-,1855.0,Land,-,1240.0,Oct-2017
7707,LANDED HOUSING DEVELOPMENT,JALAN TAMBAN,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,1939.0,Land,-,1186.0,Mar-2019
7708,SERANGOON GARDEN ESTATE,CHISELHURST GROVE,Terrace,934,19.0,OCR,Resale,1.0,2300000.0,-,1840.0,Land,-,1250.0,May-2018
7709,OPERA ESTATE,LAKME TERRACE,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,1644.0,Land,-,1399.0,Jun-2017
7710,THE SPRINGSIDE,SPRINGSIDE DRIVE,Terrace,999,26.0,OCR,Resale,1.0,2300000.0,-,1847.0,Land,-,1245.0,Nov-2017
7711,LANDED HOUSING DEVELOPMENT,ELITE PARK AVENUE,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,1671.0,Land,-,1377.0,Nov-2019
7712,FUDU PARK,LENTOR TERRACE,Terrace,999,26.0,OCR,Resale,1.0,2300000.0,-,2939.0,Land,-,783.0,Dec-2016
7713,BEAUTY GARDEN,PUNGGOL ROAD,Terrace,857,19.0,OCR,Resale,1.0,2300000.0,-,1683.0,Land,-,1366.0,Jan-2021
7714,AVILA TERRACE,MARIAM WAY,Terrace,999,17.0,OCR,Resale,1.0,2300000.0,-,1757.0,Land,-,1309.0,Jan-2018
7715,LANDED HOUSING DEVELOPMENT,DA SILVA LANE,Terrace,999,19.0,OCR,Resale,1.0,2300000.0,-,1750.0,Land,-,1314.0,Mar-2018
7716,TEACHER'S HOUSING ESTATE,KALIDASA AVENUE,Terrace,863,26.0,OCR,Resale,1.0,2300000.0,-,2492.0,Land,-,923.0,Feb-2019
7717,VALVISTA,CHUAN TERRACE,Terrace,79,19.0,OCR,Resale,1.0,2300000.0,-,1816.0,Land,-,1267.0,Nov-2020
7718,LANDED HOUSING DEVELOPMENT,TOH TUCK CRESCENT,Terrace,70,21.0,RCR,Resale,1.0,2300000.0,-,2782.0,Land,-,827.0,Jul-2020
7719,ST NICHOLAS VIEW,ST. NICHOLAS VIEW,Terrace,73,20.0,OCR,Resale,1.0,2300000.0,-,2196.0,Land,-,1047.0,Aug-2021
7720,SELETAR GARDEN,CACTUS ROAD,Terrace,999,28.0,OCR,Resale,1.0,2300000.0,-,2102.0,Land,-,1094.0,Nov-2020
7721,OPERA ESTATE,FIDELIO STREET,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,1631.0,Land,-,1410.0,Sep-2017
7722,SEMBAWANG HILLS ESTATE,JALAN MENARONG,Terrace,999,20.0,OCR,Resale,1.0,2300000.0,-,2046.0,Land,-,1124.0,Sep-2020
7723,LUXUS HILLS,SELETAR GREEN VIEW,Terrace,857,28.0,OCR,Resale,1.0,2300000.0,-,1615.0,Land,-,1425.0,Jun-2017
7724,MIMOSA TERRACE,MIMOSA PLACE,Terrace,999,28.0,OCR,Resale,1.0,2300000.0,-,1615.0,Land,-,1425.0,Aug-2017
7725,LANDED HOUSING DEVELOPMENT,JALAN HARI RAYA,Terrace,999,20.0,RCR,Resale,1.0,2300000.0,-,1963.0,Land,-,1171.0,Nov-2020
7726,OPERA ESTATE,TERANG BULAN AVENUE,Terrace,999,15.0,OCR,Resale,1.0,2300000.0,-,1720.0,Land,-,1337.0,Nov-2020
7727,SUNRISE VILLA,SUNRISE TERRACE,Terrace,999,28.0,OCR,Resale,1.0,2298000.0,-,1683.0,Land,-,1365.0,Mar-2019
7728,LANDED HOUSING DEVELOPMENT,ST. FRANCIS ROAD,Terrace,999,12.0,RCR,Resale,1.0,2290000.0,-,2109.0,Land,-,1086.0,Jun-2018
7729,LANDED HOUSING DEVELOPMENT,JALAN JAMAL,Terrace,999,15.0,OCR,Resale,1.0,2290000.0,-,1353.0,Land,-,1692.0,Nov-2017
7730,TEACHER'S HOUSING ESTATE,LI PO AVENUE,Terrace,863,26.0,OCR,Resale,1.0,2290000.0,-,1802.0,Land,-,1271.0,Mar-2018
7731,OPERA ESTATE,FIGARO STREET,Terrace,999,15.0,OCR,Resale,1.0,2290000.0,-,1639.0,Land,-,1397.0,Sep-2019
7732,LANDED HOUSING DEVELOPMENT,SEMBAWANG ROAD,Semi-detached,999,27.0,OCR,Resale,1.0,2288000.0,-,3364.0,Land,-,680.0,Mar-2019
7733,TANAH MERAH GREEN,TANAH MERAH KECHIL RIDGE,Semi-detached,75,16.0,OCR,Resale,1.0,2288000.0,-,2948.0,Land,-,776.0,Dec-2017
7734,LANDED HOUSING DEVELOPMENT,JALAN SUKACHITA,Terrace,999,13.0,OCR,Resale,1.0,2288000.0,-,1647.0,Land,-,1389.0,Mar-2018
7735,LANDED HOUSING DEVELOPMENT,SIANG KUANG AVENUE,Terrace,999,13.0,RCR,Resale,1.0,2288000.0,-,1512.0,Land,-,1513.0,Jul-2019
7736,LANDED HOUSING DEVELOPMENT,TAMAN MAS MERAH,Terrace,999,5.0,OCR,Resale,1.0,2288000.0,-,1496.0,Land,-,1529.0,Jan-2018
7737,LANDED HOUSING DEVELOPMENT,TANAH MERAH BESAR ROAD,Semi-detached,999,17.0,OCR,Resale,1.0,2282500.0,-,2193.0,Land,-,1041.0,Aug-2017
7738,THE SPRINGSIDE,SPRINGSIDE AVENUE,Terrace,999,26.0,OCR,Resale,1.0,2280800.0,-,1711.0,Land,-,1333.0,Jan-2018
7739,LANDED HOUSING DEVELOPMENT,RICHARDS AVENUE,Terrace,999,19.0,OCR,Resale,1.0,2280000.0,-,1706.0,Land,-,1336.0,Jul-2019
7740,AVILA TERRACE,MARIAM WAY,Terrace,999,17.0,OCR,Resale,1.0,2280000.0,-,1790.0,Land,-,1274.0,Jul-2017
7741,PARK VILLAS,PARK VILLAS RISE,Terrace,72,19.0,OCR,Resale,1.0,2280000.0,-,3142.0,Land,-,726.0,Nov-2020
7742,LANDED HOUSING DEVELOPMENT,JALAN HOCK CHYE,Terrace,999,19.0,OCR,Resale,1.0,2280000.0,-,1878.0,Land,-,1214.0,Jun-2019
7743,LANDED HOUSING DEVELOPMENT,KERONG WALK,Terrace,86,27.0,OCR,Resale,1.0,2280000.0,-,2101.0,Land,-,1085.0,Sep-2018
7744,FRANKEL ESTATE,CHEVIOT HILL,Terrace,999,15.0,OCR,Resale,1.0,2280000.0,-,1579.0,Land,-,1444.0,Mar-2018
7745,SEMBAWANG HILLS ESTATE,JALAN GELENGGANG,Terrace,999,20.0,OCR,Resale,1.0,2280000.0,-,2591.0,Land,-,880.0,Feb-2017
7746,LANDED HOUSING DEVELOPMENT,JANSEN ROAD,Terrace,854,19.0,OCR,Resale,1.0,2280000.0,-,1556.0,Land,-,1465.0,Mar-2018
7747,THOMSON GARDEN ESTATE,JALAN HARI RAYA,Terrace,999,20.0,RCR,Resale,1.0,2280000.0,-,1800.0,Land,-,1267.0,Apr-2018
7748,LANDED HOUSING DEVELOPMENT,INGGU ROAD,Terrace,86,27.0,OCR,Resale,1.0,2280000.0,-,1765.0,Land,-,1292.0,Oct-2021
7749,PASIR RIS BEACH PARK,PASIR RIS TERRACE,Terrace,56,18.0,OCR,Resale,1.0,2280000.0,-,2400.0,Land,-,950.0,May-2021
7750,LANDED HOUSING DEVELOPMENT,JALAN KERAYONG,Semi-detached,999,27.0,OCR,Resale,1.0,2280000.0,-,2098.0,Land,-,1087.0,Aug-2017
7751,LANDED HOUSING DEVELOPMENT,JALAN SENANG,Terrace,999,14.0,OCR,Resale,1.0,2280000.0,-,2718.0,Land,-,839.0,Sep-2017
7752,KELULUT HILL,KELULUT HILL,Terrace,857,28.0,OCR,Resale,1.0,2280000.0,-,2216.0,Land,-,1029.0,May-2017
7753,SEMBAWANG HILLS ESTATE,NEMESU AVENUE,Terrace,999,20.0,OCR,Resale,1.0,2280000.0,-,1501.0,Land,-,1519.0,Mar-2018
7754,LANDED HOUSING DEVELOPMENT,YUK TONG AVENUE,Terrace,999,21.0,RCR,Resale,1.0,2280000.0,-,1701.0,Land,-,1341.0,Jan-2020
7755,LANDED HOUSING DEVELOPMENT,JALAN TARI PIRING,Terrace,857,28.0,OCR,Resale,1.0,2280000.0,-,1790.0,Land,-,1274.0,May-2021
7756,CHUAN GREEN,CHUAN LINK,Terrace,79,19.0,OCR,Resale,1.0,2280000.0,-,1735.0,Land,-,1314.0,Jul-2021
7757,LANDED HOUSING DEVELOPMENT,WAK HASSAN DRIVE,Semi-detached,86,27.0,OCR,Resale,1.0,2280000.0,-,2796.0,Land,-,815.0,Nov-2020
7758,LENTOR VILLAS,LENTOR STREET,Terrace,999,26.0,OCR,Resale,1.0,2280000.0,-,2274.0,Land,-,1002.0,Jul-2017
7759,VILLA BEGONIA,BEGONIA WALK,Semi-detached,72,28.0,OCR,Resale,1.0,2280000.0,-,4780.0,Land,-,477.0,May-2018
7760,THOMSON GARDEN ESTATE,JALAN MINGGU,Terrace,999,20.0,RCR,Resale,1.0,2280000.0,-,1379.0,Land,-,1654.0,Sep-2019
7761,FLORIDA PARK,SUNRISE WAY,Terrace,999,28.0,OCR,Resale,1.0,2280000.0,-,1706.0,Land,-,1336.0,Nov-2017
7762,CASHEW VILLAS,CASHEW CRESCENT,Terrace,861,23.0,OCR,Resale,1.0,2280000.0,-,1617.0,Land,-,1410.0,Nov-2017
7763,LANDED HOUSING DEVELOPMENT,INGGU ROAD,Terrace,88,27.0,OCR,Resale,1.0,2280000.0,-,1675.0,Land,-,1361.0,Sep-2021
7764,OPERA ESTATE,CARMEN TERRACE,Terrace,999,15.0,OCR,Resale,1.0,2275000.0,-,1633.0,Land,-,1393.0,Aug-2020
7765,SPRINGBROOK TERRACE,JALAN MARIAM,Terrace,999,17.0,OCR,Resale,1.0,2275000.0,-,1682.0,Land,-,1352.0,Dec-2020
7766,SUNBIRD PARK,SUNBIRD ROAD,Terrace,999,16.0,OCR,Resale,1.0,2275000.0,-,1617.0,Land,-,1407.0,Nov-2017
7767,LANDED HOUSING DEVELOPMENT,RICHARDS AVENUE,Terrace,999,19.0,OCR,Resale,1.0,2273000.0,-,1857.0,Land,-,1224.0,Aug-2020
7768,WEST COAST GARDENS,WEST COAST AVENUE,Terrace,863,5.0,OCR,Resale,1.0,2270000.0,-,1807.0,Land,-,1256.0,Dec-2017
7769,LANDED HOUSING DEVELOPMENT,KERONG WALK,Terrace,86,27.0,OCR,Resale,1.0,2270000.0,-,2946.0,Land,-,771.0,Dec-2017
7770,LANDED HOUSING DEVELOPMENT,KEW WALK,Semi-detached,72,16.0,OCR,Resale,1.0,2270000.0,-,2426.0,Land,-,936.0,Jul-2021
7771,LANDED HOUSING DEVELOPMENT,ENG KONG ROAD,Terrace,999,21.0,RCR,Resale,1.0,2270000.0,-,2045.0,Land,-,1110.0,Apr-2017
7772,SUNRISE VILLA,SUNRISE DRIVE,Terrace,999,28.0,OCR,Resale,1.0,2270000.0,-,1893.0,Land,-,1199.0,Jan-2018
7773,BURGUNDY HILL,BURGUNDY DRIVE,Semi-detached,73,23.0,OCR,Resale,1.0,2268000.0,-,2593.0,Land,-,875.0,Dec-2020
7774,HILLVIEW GARDEN ESTATE,JALAN INTAN,Terrace,999,23.0,OCR,Resale,1.0,2268000.0,-,2244.0,Land,-,1011.0,Aug-2017
7775,LANDED HOUSING DEVELOPMENT,LORONG 28 GEYLANG,Terrace,999,14.0,RCR,Resale,1.0,2268000.0,-,1494.0,Land,-,1518.0,May-2021
7776,STRAITS GARDENS,ANDREWS TERRACE,Terrace,999,27.0,OCR,Resale,1.0,2266666.0,-,1615.0,Land,-,1404.0,Sep-2019
7777,LANDED HOUSING DEVELOPMENT,LORONG SARINA,Terrace,999,14.0,OCR,Resale,1.0,2265000.0,-,1806.0,Land,-,1254.0,Mar-2019
7778,LANDED HOUSING DEVELOPMENT,MAYFLOWER LANE,Terrace,999,20.0,OCR,Resale,1.0,2263000.0,-,2024.0,Land,-,1118.0,Sep-2019
7779,ISLAND COUNTRY VILLAS,CASUARINA WALK,Semi-detached,73,20.0,OCR,Resale,1.0,2262500.0,-,2578.0,Land,-,878.0,Apr-2021
7780,LANDED HOUSING DEVELOPMENT,PALM GROVE AVENUE,Terrace,856,19.0,OCR,Resale,1.0,2260000.0,-,1781.0,Land,-,1269.0,Aug-2018
7781,LANDED HOUSING DEVELOPMENT,JALAN HARI RAYA,Terrace,999,20.0,RCR,Resale,1.0,2260000.0,-,1804.0,Land,-,1253.0,Mar-2018
7782,LANDED HOUSING DEVELOPMENT,JALAN BASONG,Semi-detached,999,27.0,OCR,Resale,1.0,2260000.0,-,2620.0,Land,-,863.0,Sep-2018
7783,LANDED HOUSING DEVELOPMENT,LORONG MARZUKI,Terrace,999,14.0,OCR,Resale,1.0,2260000.0,-,1528.0,Land,-,1479.0,Nov-2018
7784,TAI KENG GARDENS,JALAN LOKAM,Terrace,999,19.0,OCR,Resale,1.0,2260000.0,-,1932.0,Land,-,1170.0,Sep-2018
7785,THE SPRINGSIDE,SPRINGSIDE LINK,Terrace,999,26.0,OCR,Resale,1.0,2260000.0,-,1828.0,Land,-,1237.0,May-2017
7786,YEW LIAN PARK,TAMAN PERMATA,Terrace,999,20.0,RCR,Resale,1.0,2258000.0,-,1699.0,Land,-,1329.0,Jul-2017
7787,LANDED HOUSING DEVELOPMENT,JALAN MELOR,Terrace,999,13.0,RCR,Resale,1.0,2258000.0,-,2396.0,Land,-,942.0,Jul-2018
7788,LANDED HOUSING DEVELOPMENT,LORONG 101 CHANGI,Terrace,999,15.0,RCR,Resale,1.0,2250000.0,-,893.0,Land,-,2518.0,Apr-2019
7789,LANDED HOUSING DEVELOPMENT,BUNGA RAMPAI PLACE,Terrace,999,19.0,RCR,Resale,1.0,2250000.0,-,1643.0,Land,-,1370.0,Aug-2019
7790,LANDED HOUSING DEVELOPMENT,CEDARWOOD GROVE,Terrace,71,25.0,OCR,Resale,1.0,2250000.0,-,2608.0,Land,-,863.0,Jun-2018
7791,LANDED HOUSING DEVELOPMENT,JALAN MAS PUTEH,Terrace,999,5.0,OCR,Resale,1.0,2250000.0,-,1489.0,Land,-,1511.0,Nov-2017
7792,TAI HWAN GARDEN,TAI HWAN HEIGHTS,Terrace,999,19.0,OCR,Resale,1.0,2250000.0,-,1911.0,Land,-,1178.0,Jul-2017
7793,KIMNAN PARK,LORONG KEMBANGAN,Terrace,999,14.0,OCR,Resale,1.0,2250000.0,-,1739.0,Land,-,1294.0,Jul-2021
7794,LANDED HOUSING DEVELOPMENT,JALAN TAMBAN,Terrace,999,15.0,OCR,Resale,1.0,2250000.0,-,1941.0,Land,-,1159.0,Mar-2017
7795,MACPHERSON GARDEN ESTATE,JALAN GEMBIRA,Terrace,999,13.0,RCR,Resale,1.0,2250000.0,-,1298.0,Land,-,1733.0,Apr-2021
7796,LANDED HOUSING DEVELOPMENT,GREEN LANE,Terrace,999,15.0,RCR,Resale,1.0,2250000.0,-,2002.0,Land,-,1124.0,Sep-2019
7797,AVILA TERRACE,MARIAM WAY,Terrace,999,17.0,OCR,Resale,1.0,2250000.0,-,1801.0,Land,-,1249.0,Oct-2017
7798,THE SPRINGSIDE,SPRINGSIDE DRIVE,Terrace,999,26.0,OCR,Resale,1.0,2250000.0,-,1847.0,Land,-,1218.0,Jan-2017
7799,LANDED HOUSING DEVELOPMENT,HAPPY AVENUE EAST,Terrace,999,13.0,RCR,Resale,1.0,2250000.0,-,2070.0,Land,-,1087.0,Jan-2018
7800,BURGUNDY HILL,BURGUNDY CRESCENT,Semi-detached,73,23.0,OCR,Resale,1.0,2250000.0,-,2530.0,Land,-,889.0,Dec-2020
7801,EASTWOOD PARK,EASTWOOD DRIVE,Terrace,73,16.0,OCR,Resale,1.0,2250000.0,-,2912.0,Land,-,773.0,Jan-2019
7802,HILLVIEW GARDEN ESTATE,JALAN DERMAWAN,Terrace,999,23.0,OCR,Resale,1.0,2250000.0,-,2243.0,Land,-,1003.0,Dec-2016
7803,LANDED HOUSING DEVELOPMENT,SUNBIRD ROAD,Terrace,999,16.0,OCR,Resale,1.0,2250000.0,-,1615.0,Land,-,1394.0,Apr-2019
7804,KEW VALE,LIMAU GARDEN,Semi-detached,72,16.0,OCR,Resale,1.0,2250000.0,-,2779.0,Land,-,810.0,May-2018
7805,PAYA LEBAR GARDENS,UPPER PAYA LEBAR ROAD,Terrace,999,19.0,OCR,Resale,1.0,2250000.0,-,2267.0,Land,-,993.0,Jan-2018
7806,AVILA TERRACE,MARIAM WAY,Terrace,999,17.0,OCR,Resale,1.0,2250000.0,-,1811.0,Land,-,1243.0,Jul-2018
